id,city,type,name,desc,link,put,put_link
585,Lentekhi,bus,Lentekhi Central Bus Terminal,Intercity bus terminal with connections across Georgia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
586,Berlin,plane,Berlin International Airport,Main airport connecting Berlin to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
587,Berlin,bus,Berlin Central Bus Terminal,Intercity bus terminal with connections across Germany,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
588,Munich,plane,Munich International Airport,Main airport connecting Munich to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
589,Munich,bus,Munich Central Bus Terminal,Intercity bus terminal with connections across Germany,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
590,Hamburg,plane,Hamburg International Airport,Main airport connecting Hamburg to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
591,Hamburg,bus,Hamburg Central Bus Terminal,Intercity bus terminal with connections across Germany,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
592,Frankfurt,plane,Frankfurt International Airport,Main airport connecting Frankfurt to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
593,Frankfurt,bus,Frankfurt Central Bus Terminal,Intercity bus terminal with connections across Germany,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
594,Cologne,plane,Cologne International Airport,Main airport connecting Cologne to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
595,Cologne,bus,Cologne Central Bus Terminal,Intercity bus terminal with connections across Germany,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
596,Accra,plane,Accra International Airport,Main airport connecting Accra to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
597,Accra,bus,Accra Central Bus Terminal,Intercity bus terminal with connections across Ghana,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
598,Bawku,plane,Bawku International Airport,Main airport connecting Bawku to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
599,Bawku,bus,Bawku Central Bus Terminal,Intercity bus terminal with connections across Ghana,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
600,Berekum,plane,Berekum International Airport,Main airport connecting Berekum to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
601,Berekum,bus,Berekum Central Bus Terminal,Intercity bus terminal with connections across Ghana,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
602,Bolgatanga,plane,Bolgatanga International Airport,Main airport connecting Bolgatanga to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
603,Bolgatanga,bus,Bolgatanga Central Bus Terminal,Intercity bus terminal with connections across Ghana,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
604,Gibraltar,plane,Gibraltar International Airport,Main airport connecting Gibraltar to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
605,Gibraltar,bus,Gibraltar Central Bus Terminal,Intercity bus terminal with connections across Gibraltar,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
606,Alameda de los Monos,plane,Alameda de los Monos International Airport,Main airport connecting Alameda de los Monos to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
607,Alameda de los Monos,bus,Alameda de los Monos Central Bus Terminal,Intercity bus terminal with connections across Gibraltar,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
608,Bruce's Farm,plane,Bruce's Farm International Airport,Main airport connecting Bruce's Farm to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
609,Bruce's Farm,bus,Bruce's Farm Central Bus Terminal,Intercity bus terminal with connections across Gibraltar,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
610,Buena Vista,plane,Buena Vista International Airport,Main airport connecting Buena Vista to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
611,Buena Vista,bus,Buena Vista Central Bus Terminal,Intercity bus terminal with connections across Gibraltar,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
612,Athens,plane,Athens International Airport,Main airport connecting Athens to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
613,Athens,bus,Athens Central Bus Terminal,Intercity bus terminal with connections across Greece,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
614,Santorini,plane,Santorini International Airport,Main airport connecting Santorini to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
615,Santorini,bus,Santorini Central Bus Terminal,Intercity bus terminal with connections across Greece,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
616,Mykonos,plane,Mykonos International Airport,Main airport connecting Mykonos to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
617,Mykonos,bus,Mykonos Central Bus Terminal,Intercity bus terminal with connections across Greece,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
618,Thessaloniki,plane,Thessaloniki International Airport,Main airport connecting Thessaloniki to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
619,Thessaloniki,bus,Thessaloniki Central Bus Terminal,Intercity bus terminal with connections across Greece,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
